tpep_pickup_datetime,tpep_dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
1/1/2016 0:02,1/1/2016 0:12,-73.98413849,40.72533035,-74.00740814,40.70996094
1/1/2016 0:02,1/1/2016 0:22,-73.78975677,40.6468811,-73.95703888,40.58483887
1/1/2016 0:02,1/1/2016 0:17,-73.95944977,40.77111435,-73.99607849,40.69113541
1/1/2016 0:02,1/1/2016 0:07,-73.95814514,40.7761879,-73.94540405,40.77413177
1/1/2016 0:02,1/1/2016 0:08,-73.99022675,40.73034668,-74.00319672,40.73303223
1/1/2016 0:02,1/1/2016 0:05,-73.99417877,40.70957947,-73.98532104,40.71084976
1/1/2016 0:02,1/1/2016 0:07,-73.98233795,40.77379608,-73.99011993,40.77303314
1/1/2016 0:02,1/1/2016 0:14,-73.99643707,40.76693726,-73.96916199,40.76098251
1/1/2016 0:02,1/1/2016 0:11,-73.9905777,40.73288345,-73.98230743,40.74740601
1/1/2016 0:02,1/1/2016 0:24,-73.97504425,40.7653389,-73.9957962,40.75928879
1/1/2016 0:02,1/1/2016 0:11,-73.94017029,40.75098801,-73.92185974,40.77497482
1/1/2016 0:02,1/1/2016 0:15,-73.9777298,40.76316071,-73.97771454,40.75328445
1/1/2016 0:02,1/1/2016 0:31,-74.00424957,40.74237442,-73.97173309,40.76280212
1/1/2016 0:02,1/1/2016 0:23,-74.00608826,40.72363281,-73.9775238,40.78965378
1/1/2016 0:02,1/1/2016 0:10,-73.95558929,40.77241898,-73.97409821,40.75656128
1/1/2016 0:02,1/1/2016 0:05,-73.97151947,40.75542068,-73.97403717,40.7521019
1/1/2016 0:02,1/1/2016 0:09,-73.9644928,40.76731491,-73.97637939,40.75134659
1/1/2016 0:02,1/1/2016 0:07,-73.99211884,40.73470306,-73.98136139,40.7412529
1/1/2016 0:02,1/1/2016 0:07,-73.98239899,40.75719833,-73.97062683,40.7624588
1/1/2016 0:02,1/1/2016 0:16,-73.98464966,40.72967529,-73.99525452,40.71752548
1/1/2016 0:02,1/1/2016 0:29,-73.97631073,40.78824997,-73.99179077,40.69084167
1/1/2016 0:02,1/1/2016 0:11,-73.93996429,40.70830536,-73.92554474,40.698246
1/1/2016 0:02,1/1/2016 0:07,-73.98044586,40.7426033,-73.9838562,40.75011826
1/1/2016 0:02,1/1/2016 0:08,-73.98760986,40.72452927,-73.97599792,40.71916962
1/1/2016 0:02,1/1/2016 0:04,-73.9888382,40.7452507,-73.98732758,40.74475861
1/1/2016 0:02,1/1/2016 0:08,-74.00084686,40.71862793,-74.0065918,40.7083931
1/1/2016 0:02,1/1/2016 0:05,-73.93652344,40.76502228,-73.93652344,40.76502228
1/1/2016 0:02,1/1/2016 0:21,-74.00217438,40.73497391,-73.97906494,40.75237274
1/1/2016 0:02,1/1/2016 0:36,-73.78868103,40.6473465,-73.98188019,40.77304459
1/1/2016 0:02,1/1/2016 0:22,-73.78110504,40.64498138,-73.91197968,40.76623154
1/1/2016 0:02,1/1/2016 0:18,-73.94882965,40.78194046,-74.00048065,40.71966553
1/1/2016 0:02,1/1/2016 0:05,-73.96949005,40.79795074,-73.97392273,40.79195023
1/1/2016 0:02,1/1/2016 0:17,-73.99012756,40.73760605,-73.99252319,40.76750946
1/1/2016 0:02,1/1/2016 0:17,-74.0030365,40.73321152,-73.98896027,40.7485199
1/1/2016 0:02,1/1/2016 0:17,-73.96028137,40.76636887,-73.99658203,40.72563934
1/1/2016 0:02,1/1/2016 0:08,-73.89376068,40.75086212,-73.90110779,40.73846817
1/1/2016 0:02,1/1/2016 0:08,-73.9777298,40.76296616,-73.96095276,40.76632309
1/1/2016 0:02,1/1/2016 0:08,-73.98773193,40.73243713,-73.97498322,40.74768066
1/1/2016 0:02,1/1/2016 0:15,-73.97756958,40.75299072,-73.99948883,40.73115158
1/1/2016 0:02,1/1/2016 0:31,-73.87926483,40.84506989,-74.01399231,40.65006256
1/1/2016 0:02,1/1/2016 0:08,-73.96607208,40.76488495,-73.95347595,40.78348541
1/1/2016 0:02,1/1/2016 0:38,-74.00201416,40.74116516,-73.98851013,40.71854401
1/1/2016 0:02,1/1/2016 0:09,-73.99871063,40.74489975,-73.99445343,40.7580986
1/1/2016 0:02,1/1/2016 0:07,-74.00048065,40.72874832,-73.99364471,40.73493576
1/1/2016 0:02,1/1/2016 0:16,-73.99163818,40.72694397,-73.98062134,40.73396301
1/1/2016 0:02,1/1/2016 0:19,-73.98710632,40.72940063,-73.99198151,40.7490387
1/1/2016 0:02,1/1/2016 0:20,-73.98210907,40.76810837,-73.94851685,40.75392914
1/1/2016 0:02,1/1/2016 0:11,-73.99054718,40.73144913,-74.01119995,40.71023941
1/1/2016 0:02,1/1/2016 0:28,-73.93601227,40.71082306,-73.98799133,40.73817062
1/1/2016 0:02,1/1/2016 0:13,-74.00393677,40.74198151,-73.98114014,40.72927094
